uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19e9254a-fc0e-11ed-88fc-93f4be02dfa8	neigbor48.txt	Achieving the tuberculosis (TB) targets and milestones of the End TB Strategy and the TB target set in the Sustainable Development Goals (SDGs) requires provision of TB care and prevention within the broader context of universal health coverage (UHC), and multisectoral action to address the social and economic determinants and consequences of TB.	Achieving the tuberculosis ( TB ) targets and milestones of the End TB Strategy and the TB target set in the Sustainable Development Goals ( SDGs ) requires provision of TB care and prevention within the broader context of universal health coverage ( UHC ) , and multisectoral action to address the social and economic determinants and consequences of TB .	Achieving the tuberculosis (TB) targets and milestones of the End TB Strategy and the TB target set in the Sustainable Development Goals (SDGs) requires provision of TB care and prevention within the broader context of universal health coverage (UHC), and multisectoral action to address the social and economic determinants and consequences of TB.	Achieving the tuberculosis (TB) targets and milestones of the End TB Strategy and the TB target set in the Sustainable Development Goals (SDGs) requires provision of TB care and prevention within the broader context of universal health coverage (UHC), and multisectoral action to address the social and economic determinants and consequences of TB.	Global Tuberculosis Report 2019	World Health Organization	2019
19e9254b-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	"It covers migration, displacement and planned relocation, as well as ""environmental migrants"", including in relation to extreme events and other environmental stressors."	"It covers migration , displacement and planned relocation , as well as "" environmental migrants "" , including in relation to extreme events and other environmental stressors ."	"CHAPTER 9 - 254 Human mobility and adaptation to environmental change pressure - sometimes referred to as tipping points - after which remaining in situ becomes less attractive than leaving.6 Whether and when these intentions are manifested into actions is partially dependent on the material ability to move,7 with some immobile populations labelled as ""trapped"".8 Immobility is not necessarily related to material conditions, and also relates to psychological and cultural limitations and preferences.9 Numerous terms have been used to describe people who move as a result of environmental and climate change. This chapter uses terms such as ""human mobility"" in the context of climate change, which refers to a broad spectrum of people movement. It covers migration, displacement and planned relocation, as well as ""environmental migrants"", including in relation to extreme events and other environmental stressors. Three main framings of environmental migration and human mobility in the context of climate change have emerged in academia, the media and in policy circles: (a) irregular migration related to environmental change and resource shortages as a border security issue, particularly for areas of destination; (b) protection of environmental migrants; and (c) environmental migration as a form of adaptation and climate risk management (see table 1), reflecting the political sensitivities of migration."	"It covers migration, displacement and planned relocation, as well as ""environmental migrants"", including in relation to extreme events and other environmental stressors."	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e9254c-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	The International Bank for Reconstruction and Development/the World Bank.	The International Bank for Reconstruction and Development / the World Bank .	2018 global and regional causes of death: Patterns and trends, 2000-15. In: Disease Control Priorities: Improving health and reducing poverty (D.T. Jamison, H. Gelband and S. Horton S, EDS.). The International Bank for Reconstruction and Development/the World Bank. Washington, D.C.	The International Bank for Reconstruction and Development/the World Bank.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e9254d-fc0e-11ed-88fc-93f4be02dfa8	neigbor99.txt	Transactions between resident legal entities or private entrepreneurs and nonresident legal entities or private entrepreneurs may be conducted in other currencies.	Transactions between resident legal entities or private entrepreneurs and nonresident legal entities or private entrepreneurs may be conducted in other currencies .	Armenia does not impose restrictive currency-control regulations. Individuals and enterprises may open bank accounts abroad without any restriction. In general, all transactions performed in Armenia between resident legal entities or individuals must be performed in Armenian drams. Transactions between resident legal entities or private entrepreneurs and nonresident legal entities or private entrepreneurs may be conducted in other currencies.	Transactions between resident legal entities or private entrepreneurs and nonresident legal entities or private entrepreneurs may be conducted in other currencies.	Worldwide Corporate Tax Guide 2020	EY Global	2020
19e9254e-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Journal on Migration and Human Security, 5(4):716-743.	Journal on Migration and Human Security , 5 ( 4 ) :716 -743 .	Betts, a., N. Omata and L. Bloom 2017 thrive or survive? Explaining variation in economic outcomes for refugees. Journal on Migration and Human Security, 5(4):716-743.	Journal on Migration and Human Security, 5(4):716-743.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e9254f-fc0e-11ed-88fc-93f4be02dfa8	neigbor13.txt	As in 2017, nearly every leading economy registered growth in its transport sector in 2018 (see Chart 4.13).	As in 2017 , nearly every leading economy registered growth in its transport sector in 2018 ( see Chart 4.13 ) .	As in 2017, nearly every leading economy registered growth in its transport sector in 2018 (see Chart 4.13). China's transport exports grew at the fastest rate (+14 per cent) followed by India, the Republic of Korea and the Russian Federation. Japan was the only leading economy to post negative transport exports growth in 2018 due to an active typhoon season, notably typhoon Jebi, which disrupted operations at Kansai airport and Kobe sea port. 8% 9% Increase in world air transport exports in 2018.	As in 2017, nearly every leading economy registered growth in its transport sector in 2018 (see Chart 4.13).	World Trade Statistical Review 2019	Barbara d’Andrea-Adrian, Alejandra Barajas Barbosa, Lori Chang, Christophe Degain, Florian Eberth, Antonella Liberatore, Kathryn Lundquist	2019
19e92550-fc0e-11ed-88fc-93f4be02dfa8	neigbor85.txt	The average resident of Oceania has an Ecological Footprint of consumption of 5.4 gha, more than double the global average.	The average resident of Oceania has an Ecological Footprint of consumption of 5.4 gha , more than double the global average .	The average resident of Oceania has an Ecological Footprint of consumption of 5.4 gha, more than double the global average. Australia has the highest average Footprint of consumption, at 6.8 gha per person.	The average resident of Oceania has an Ecological Footprint of consumption of 5.4 gha, more than double the global average.	ECOLOGICAL FOOTPRINT ATLAS 2010	Brad Ewing, David Moore, Steven Goldfinger, Anna Oursler, Anders Reed, Mathis Wackernagel, Nora Padula	2010
19e92551-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Europe-Asia studies, 69(1):92-109.	Europe-Asia studies , 69 ( 1 ) :92 -109 .	2017 Why do authoritarian regimes provide public goods? Policy communities, external shocks and ideas in China's rural social policy making. Europe-Asia studies, 69(1):92-109. 398 references Dumitriu, P. 2018 strengthening policy research uptake in the context of the 2030 agenda for sustainable development. United Nations Joint Inspection Unit, United Nations document Jiu/ rep/2018/7. Available at www.unjiu.org/sites/www.unjiu.org/files/jiu_rep_2018_7_ english_0.pdf.	Europe-Asia studies, 69(1):92-109.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19e92552-fc0e-11ed-88fc-93f4be02dfa8	neigbor59.txt	More rapid achievement in private schools The Learning and Educational Achievements in Punjab Schools (LEAPS) project (2003-2007) covered 812 government and private schools in 112 villages, 12,000 school children, 2,000 households and 5,000 teachers.	More rapid achievement in private schools The Learning and Educational Achievements in Punjab Schools ( LEAPS ) project ( 2003-2007 ) covered 812 government and private schools in 112 villages , 12,000 school children , 2,000 households and 5,000 teachers .	More rapid achievement in private schools The Learning and Educational Achievements in Punjab Schools (LEAPS) project (2003-2007) covered 812 government and private schools in 112 villages, 12,000 school children, 2,000 households and 5,000 teachers. The project revealed that children in government schools take an average of one and a half years longer to reach the mathematical ability of their counterparts in private schools. For English skills the disparity can be as great as two and a half years. Using this as a benchmark, private schools clearly provide a better education and more effective teaching of English than public schools. Public schools suffer from lack of funding, meaning that English tuition is of lower quality. Although high-quality English tuition remains restricted to the wealthier parts of the population, the government is promoting countrywide usage of the language. As such, the gap in the cost of private and public education in Pakistan is pronounced.	More rapid achievement in private schools The Learning and Educational Achievements in Punjab Schools (LEAPS) project (2003-2007) covered 812 government and private schools in 112 villages, 12,000 school children, 2,000 households and 5,000 teachers.	The Benefits of the English Language for Individuals and Societies: Quantitative Indicators from Cameroon, Nigeria, Rwanda, Bangladesh and Pakistan	Robert Pinon, Jon Haydon	2011
19e92553-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	The German Verbraucherzentrale (Federation of German Consumer Organizations) publishes expert information for interdisciplinary studies from primary to secondary school levels and for vocational schools: (in English): The Ecological Footprint and * Sustainable Consumption.	The German Verbraucherzentrale ( Federation of German Consumer Organizations ) publishes expert information for interdisciplinary studies from primary to secondary school levels and for vocational schools : ( in English ) : The Ecological Footprint and * Sustainable Consumption .	The German Verbraucherzentrale (Federation of German Consumer Organizations) publishes expert information for interdisciplinary studies from primary to secondary school levels and for vocational schools: (in English): The Ecological Footprint and * Sustainable Consumption. Educational material by Dr. Philip Devlin (2003). www. verbraucherbildung.de/projekt01/media/pdf/ UE_Oekologischer_Fuss_Schnauss_0803.pdf (in German): Big-footed-sustainable * behavior on the model of the Ecological Footprint. Lesson unit with educational materials by Matthias Schnauss (2003). www.verbraucherbildung.de/projekt01/media/ pdf/UE_Oekologischer_Fuss_Schnauss_0803.pdf (in German): The Ecological Footprint - a * Contribution to the Topic of Sustainability.	The German Verbraucherzentrale (Federation of German Consumer Organizations) publishes expert information for interdisciplinary studies from primary to secondary school levels and for vocational schools: (in English): The Ecological Footprint and * Sustainable Consumption.	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
