uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19cda09c-fc0e-11ed-88fc-93f4be02dfa8	neigbor32.txt	BOX 6.1 Can agrarian Ethiopia compete in manufacturing?	BOX 6.1 Can agrarian Ethiopia compete in manufacturing ?	BOX 6.1 Can agrarian Ethiopia compete in manufacturing? Source: Dinh and others 2012.	BOX 6.1 Can agrarian Ethiopia compete in manufacturing?	World Development Report 2013: Jobs	World Bank	2012
19cda09d-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	There are four major cultural conditions in the flood-prone environments for which rice varieties are selected: deepwater (up to 100 cm or more); very Deepwater rice in Cambodia.	There are four major cultural conditions in the flood-prone environments for which rice varieties are selected : deepwater ( up to 100 cm or more ) ; very Deepwater rice in Cambodia .	The cropping systems vary depending on the time, depth, and duration of flooding. Most varieties of rice can survive complete submergence for only 3 to 4 d and some rainfed lowland rice can survive up to 10 d. In floodprone areas, rice is the only food crop that can be grown during the rainy season (June to November in most of Asia). There are four major cultural conditions in the flood-prone environments for which rice varieties are selected: deepwater (up to 100 cm or more); very Deepwater rice in Cambodia. 24 Rice almanac deepwater (100-500 cm); tidal; and dry-season irrigation.	There are four major cultural conditions in the flood-prone environments for which rice varieties are selected: deepwater (up to 100 cm or more); very Deepwater rice in Cambodia.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19cda09e-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Land use policy, 77:732-744.	Land use policy , 77:732 -744 .	Liu, W., C. Yang, Y. Liu, C. Wei and X. Yang 2018 Impacts of concentrated rural resettlement policy on rural restructuring in upland areas: A case study of Qiantang Town in Chongqing, China. Land use policy, 77:732-744.	Land use policy, 77:732-744.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19cda09f-fc0e-11ed-88fc-93f4be02dfa8	neigbor30.txt	In which sectors could political strategies and development cooperation projects be launched in order to support the country?	In which sectors could political strategies and development cooperation projects be launched in order to support the country ?	What differences strike you? What may be the factors contributing to * the fact that the uSa as a large, relatively sparsely populated, resource-rich country require twice the biocapacity as they have available? What might be the role of American consumer behavior? What might be the role of infrastructure? What role does the quality of housing stock play? How will this affect the competitiveness of the country if current trends continue? Do you think the USA will eventually reduce its Footprint? And if yes, for what reasons? In * Mongolia per capita biocapacity is quite high. Why? Consider that the country has extensive steppes, but that they aren't very productive per hectare. Take a look at the population figures. What could be the reason that the country's total biocapacity is relatively small - so small that its biocapacity trade balance is already slipping into the negative zone? Mauritania's* ecological reserve, as in many African countries, is threatened by drought and climate change. Additionally, the population is very poor. In which sectors could political strategies and development cooperation projects be launched in order to support the country? For more information, go to the GTZ Web site: www.gtz.de/de/ weltweit/afrika/590.htm.	In which sectors could political strategies and development cooperation projects be launched in order to support the country?	A big foot on small planet? accounting with the ecological footprint. Succeeding in a world with growing resource constraints	Thora Amend, Bree Barbeau, Bert Beyers, Susan Burns, Stefanie Eißing, Andrea Fleischhauer, Barbara Kus, Pati Poblete	2010
19cda0a0-fc0e-11ed-88fc-93f4be02dfa8	neigbor164.txt	Poverty 185 Box 8.2 (continued) Multidimensional indices of poverty Recent years have witnessed a growing interest in multidimensional indices of poverty.	Poverty 185 Box 8.2 ( continued ) Multidimensional indices of poverty Recent years have witnessed a growing interest in multidimensional indices of poverty .	Poverty 185 Box 8.2 (continued) Multidimensional indices of poverty Recent years have witnessed a growing interest in multidimensional indices of poverty. The most well-known is the Multidimensional Poverty Index (MPI) developed by the Oxford Poverty and Human Development Initiative for the 2010 Human Development Report.f It is based on the multidimensional poverty measurement framework proposed by Alkire and Foster, which identifies the poor as persons simultaneously experiencing multiple deprivations on a set of dimensions.g The MPI is based on 10 indicators that are used to identify deprivations on three dimensions: health, education and living standards.	Poverty 185 Box 8.2 (continued) Multidimensional indices of poverty Recent years have witnessed a growing interest in multidimensional indices of poverty.	The World’s Women 2015: Trends and Statistics	United Nations	2015
19cda0a1-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Veerassamy, L. 2017 IOM Djibouti - Assisting migrants evacuated from the Yemen crisis.	Veerassamy , L. 2017 IOM Djibouti - Assisting migrants evacuated from the Yemen crisis .	Veerassamy, L. 2017 IOM Djibouti - Assisting migrants evacuated from the Yemen crisis. Migrants in countries in crisis (Micic) initiative. Blog post published by MICIC. Available at https://micicinitiative. iom.int/blog/iom-djibouti-assisting-migrants-evacuated-yemen-crisis.	Veerassamy, L. 2017 IOM Djibouti - Assisting migrants evacuated from the Yemen crisis.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19cda0a2-fc0e-11ed-88fc-93f4be02dfa8	neigbor84.txt	The environmental concerns have been expanded through recent research initiatives to include tobacco product waste, agrochemical abuse, climate change, dirty manufacturing processes, product transport waste, consumption-related indoor and outdoor harms, and post-consumer waste disposal.	The environmental concerns have been expanded through recent research initiatives to include tobacco product waste , agrochemical abuse , climate change , dirty manufacturing processes , product transport waste , consumption-related indoor and outdoor harms , and post-consumer waste disposal .	The WHO FCTC encompasses all aspects of the environmental impacts caused by tobacco production and use, including health, economic, social, environmental sustainability, and food security concerns. The environmental concerns have been expanded through recent research initiatives to include tobacco product waste, agrochemical abuse, climate change, dirty manufacturing processes, product transport waste, consumption-related indoor and outdoor harms, and post-consumer waste disposal. These concerns reemphasize the need to confront the vested interests of tobacco companies and the adverse effects of these interests on the environment.	The environmental concerns have been expanded through recent research initiatives to include tobacco product waste, agrochemical abuse, climate change, dirty manufacturing processes, product transport waste, consumption-related indoor and outdoor harms, and post-consumer waste disposal.	Tobacco and its environmental impact: an overview	World Health Organization	2017
19cda0a3-fc0e-11ed-88fc-93f4be02dfa8	neigbor190.txt	Questions and Answers: 'Know Your Customer' quick reference guide Country by country comparison of high level Know Your Customer and Anti-Money Laundering information Q19.	Questions and Answers : ' Know Your Customer ' quick reference guide Country by country comparison of high level Know Your Customer and Anti-Money Laundering information Q19 .	Questions and Answers: 'Know Your Customer' quick reference guide Country by country comparison of high level Know Your Customer and Anti-Money Laundering information Q19. What was the volume of SARs made to the authorities in the most recent year? Please state the GDP for the equivalent year.	Questions and Answers: 'Know Your Customer' quick reference guide Country by country comparison of high level Know Your Customer and Anti-Money Laundering information Q19.	Know Your Customer: Quick Reference Guide	PWC	2016
19cda0a4-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Doing Business relies on four main sources of information: the relevant laws and regulations, Doing Business respondents, the governments of the economies covered and the World Bank Group regional staff (figure 2.2).	Doing Business relies on four main sources of information : the relevant laws and regulations , Doing Business respondents , the governments of the economies covered and the World Bank Group regional staff ( figure 2.2 ) .	Azores Madeira 27ABOUT DOING BUSINESS DATA COLLECTION IN PRACTICE The Doing Business data are based on a detailed reading of domestic laws, regulations and administrative requirements as well as their implementation in practice as experienced by private firms. The report covers 190 economies--including some of the smallest and poorest economies, for which little or no data are available from other sources. The data are collected through several rounds of communication with expert respondents (both private sector practitioners and government officials), through responses to questionnaires, conference calls, written correspondence and visits by the team. Doing Business relies on four main sources of information: the relevant laws and regulations, Doing Business respondents, the governments of the economies covered and the World Bank Group regional staff (figure 2.2). For a detailed explanation of the Doing Business methodology, see the data notes at http:// www.doingbusiness.org.	Doing Business relies on four main sources of information: the relevant laws and regulations, Doing Business respondents, the governments of the economies covered and the World Bank Group regional staff (figure 2.2).	Doing Business 2019: Training for Reform	World Bank Group	2018
19cda0a5-fc0e-11ed-88fc-93f4be02dfa8	neigbor164.txt	Box 6.4 Violence against men Gender-based violence is a manifestation of the historic imbalance of power between men and women.	Box 6.4 Violence against men Gender-based violence is a manifestation of the historic imbalance of power between men and women .	Box 6.4 Violence against men Gender-based violence is a manifestation of the historic imbalance of power between men and women. Although gender-based violence typically focuses on violence against women, data on violence against men are also collected. The figure below presents statistics on the proportion of women experiencing lifetime intimate partner physical violence (women victims) alongside the proportion of women who report ever committing acts of physical violence against their husband/partner when he was not already beating or physically hurting them (women perpetrators).	Box 6.4 Violence against men Gender-based violence is a manifestation of the historic imbalance of power between men and women.	The World’s Women 2015: Trends and Statistics	United Nations	2015
