uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19db57c5-fc0e-11ed-88fc-93f4be02dfa8	neigbor32.txt	Geneva: World Health Organization.	Geneva : World Health Organization .	"Social work norms in job searching and subjective Well-Being."" Journal of the European Economic Association 2 (4): 696-719. Takahashi, Kazushi, and Keijiro Otsuka. 2009. ""The increasing importance of nonfarm income and the changing use of labor and capital in rice farming: the case of Central Luzon, 1979-2003."" Agricultural Economics 40 (2): 231-42. UNDP (United Nations Development Programme). 1990. Human Development Report 1990. New York: UNDP. WHO (World Health Organization) and World Bank. 2011. World report on disability. Washington, DC: WHO and World Bank. Wietzke, Frank-Borge, and Catriona McLeod. 2012. ""Jobs, Well-Being, and social cohesion: evidence from value and perception surveys."" Background paper for the WDR 2013. Wilkinson, Richard, and Michael Marmot. 1998. Social determinants of health: The solid facts. Geneva: World Health Organization."	Geneva: World Health Organization.	World Development Report 2013: Jobs	World Bank	2012
19db57c6-fc0e-11ed-88fc-93f4be02dfa8	neigbor97.txt	"A small-scale rice farmer noted that training took place ""yesterday"" but only farmers ""with more land"" go (SSI:27)."	"A small-scale rice farmer noted that training took place "" yesterday "" but only farmers "" with more land "" go ( SSI :27 ) ."	"The nature of agricultural extension meant many small-scale farmers were excluded from knowledge and skill transfers. Only 13% of households have attended training or demonstrations. It was reported that training and demonstrations were attended by, ""or for,"" larger farmers. A small-scale rice farmer noted that training took place ""yesterday"" but only farmers ""with more land"" go (SSI:27). This reflects the agricultural department policy of strategically targeting a handful of progressive farmers in each panchayat. A pattern emerges whereby there was unequal access to agricultural extension, which worked against the small-scale cultivators. Thus, small-scale farmers relied on rice cropping with low yields, neither accruing resources to cope with shocks or external knowledge to adapt or enhance cultivation practices."	"A small-scale rice farmer noted that training took place ""yesterday"" but only farmers ""with more land"" go (SSI:27)."	Resilience to hazards: rice farmers in the Mahanadi Delta, India	John M. Duncan, Emma L. Tompkins, Jadunandan Dash, Basundhara Tripathy	2017
19db57c7-fc0e-11ed-88fc-93f4be02dfa8	neigbor121.txt	We trained volunteers from the ministry of youth using the technology to help them on contact and provision of essen1al goods for the popula1ons and help ensure social distancing.	We trained volunteers from the ministry of youth using the technology to help them on contact and provision of essen1al goods for the popula1ons and help ensure social distancing .	Finding Digital Addresses Finding Gambia Civil Society, Gambia (Republic of the) https://twitter.com/FindingGambia In order to tackle the difficul1es faced by The Gambian ci1zens while observing social distancing, Finding Gambia an ini1a1ve founded to provide addresses for every Gambian - in collabora1on with Gambia Task Force on Plus Code Addressing System - launched a program that would allowed Gambians to find their generate address using google plus codes (which is also their exact addresses) anywhere they are in the country. The ini1a1ve provided training for the Centre for disease control and the Ministry of Health COVID-19 emergency team in plus code genera1on to help locate callers who suspect signs of the virus and need urgent medical aRen1on. We trained volunteers from the ministry of youth using the technology to help them on contact and provision of essen1al goods for the popula1ons and help ensure social distancing.	We trained volunteers from the ministry of youth using the technology to help them on contact and provision of essen1al goods for the popula1ons and help ensure social distancing.	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
19db57c8-fc0e-11ed-88fc-93f4be02dfa8	neigbor121.txt	Furthermore, they are informed with the latest news, events and courses in these fields.	Furthermore , they are informed with the latest news , events and courses in these fields .	"The project ""Robotic Teacher Community (Roteco)"" aims at creating a community that enable teachers to independently carry out activities in the field of educational robotics, computer science and computational thinking in class or long distance learning in order to prepare children for the digital society. In this community, teachers find, develop and ex-change educational activities related to educational robotics and, more generally, to computer sciences. Furthermore, they are informed with the latest news, events and courses in these fields. The project covers all three major language regions of Switzerland. It is supervised by the University of Applied Sciences and Arts of Southern Switzerland (SUPSI), the Swiss Federal Institute of Technology Zurich (ETH Zurich) and the Swiss Federal Institute of Technology Lausanne (EPFL Lausanne) and is founded by the Swiss Academies of Arts and Sciences."	Furthermore, they are informed with the latest news, events and courses in these fields.	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
19db57c9-fc0e-11ed-88fc-93f4be02dfa8	neigbor116.txt	Organizational research methods, 14, 647-673.	Organizational research methods , 14 , 647-673 .	Cunliffe, A. L. 2011. Crafting qualitative research. Organizational research methods, 14, 647-673. Dalley, J. & Hamilton, B. 2000. Knowledge, context and learning in the small business. International Small Business Journal, 18, 51-59.	Organizational research methods, 14, 647-673.	Entrepreneurship in Education: What, Why, When, How	Martin Lackéus	2015
19db57ca-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Kanko, T. and T. teller .	Kanko , T. and T. teller .	Kanko, T. and T. teller .	Kanko, T. and T. teller .	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19db57cb-fc0e-11ed-88fc-93f4be02dfa8	neigbor131.txt	Institutional challenges and business implications 25 4.1.	Institutional challenges and business implications 25 4.1 .	www.pwc.co.uk/economics Will the shiftin global economic power continue? February 2015 Will the shiftin global economic power continue? PwC  contents contents 1. Summary: The world in 2050 1 1.1. Highlights 1 1.2. Key findings: GDP projections to 2050 1 1.3. Implications for business strategy 4 2. Introduction 6 2.1. Background to the 'World in 2050' reports 6 2.2. Our modelling approach 6 2.3. What has changed since the January 2013 update? 7 2.4. Structure of this report 7 3. Key results 8 3.1. Relative size of the economies 8 3.2. Projected real GDP growth 17 3.3. Relative income levels 21 3.4. Scenario Analysis 22 4. Institutional challenges and business implications 25 4.1. Escaping the middle income trap - the critical role of institutions 25 4.2. Implications for business strategy 30 Appendices 34 Appendix A: Drivers of growth 35 Appendix B: Additional projections for GDP at market exchange rates 40 Authors, contacts and services 43 Will the shiftin global economic power continue? PwC  1 .	Institutional challenges and business implications 25 4.1.	The World in 2050: Will the shift in global economic power continue?	John Hawksworth, Danny Chan	2015
19db57cc-fc0e-11ed-88fc-93f4be02dfa8	neigbor121.txt	The choices the learners make will determine the next content they see.	The choices the learners make will determine the next content they see .	The learning management system is based on a widely used LMS called Moodle, We have customized our copy (Taleemkw LMS) and localized it with some added tools such as: a. Communica,on: chat, forums na,vely and Streaming Media through plug-ins. b. Interac,ve Videos: Quiz ques,ons support adap,vity.c. Dialog cards. d. Documenta,on Tool: goal driven ac,vi,es. e. Find the hotspot on images. f. Agamo&o image blender: Present a sequence of images that people are supposed to look at one aVer the other, e.g. photos of an item that changes over ,me. g. Dicta,on (for English classes): You can add audio samples containing a sentence for dicta,on and enter the correct transcrip,on. Your students can listen to the samples and enter what they have heard in to a text field. Their answers will be evaluated automa,cally. h. Branching scenario: Branching Scenario allow authors to present the learners with a variety of rich interac,ve content and choices. The choices the learners make will determine the next content they see. May be used to create dilemmas, serious games, and self-paced learning. i. Virtual Tour 360: 360 (equirectangular) and normal images may be enriched with interac,vi,es like explana,ons, videos, sounds, and interac,ve ques,ons.	The choices the learners make will determine the next content they see.	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
19db57cd-fc0e-11ed-88fc-93f4be02dfa8	neigbor231.txt	Insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point the Travel & Tourism Competitiveness Report 2019 is published by the World Economic Forum's platform for shaping the future of mobility.	Insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point the Travel & Tourism Competitiveness Report 2019 is published by the World Economic Forum 's platform for shaping the future of mobility .	Insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point the Travel & Tourism Competitiveness Report 2019 is published by the World Economic Forum's platform for shaping the future of mobility.	Insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point insight report the Travel & Tourism Competitiveness Report 2019 travel and tourism at a tipping point the Travel & Tourism Competitiveness Report 2019 is published by the World Economic Forum's platform for shaping the future of mobility.	The Travel & Tourism Competitiveness Report 2019: Travel and Tourism at a Tipping Point	Klaus Schwab	2019
19db57ce-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Saqib Naseer A.F. ferGuson & Co. chArtered AccountAnts, a memBer fIrm of PWC network Naveed Nasim AllIed BAnk lImIted Mehwish Naveed securItIes and exchAnGe commIssIon of pAkIstAn 277acknowledgments Omaimah Nazir securItIes and exchAnGe commIssIon of pAkIstAn Anam Shahid Niazi mAndvIwAllA & zAfAr Ghulam Dastagir Paracha rAvIAn InternAtIonAl AGencIes Owais Patel dAtAcheck PVT.	Saqib Naseer A.F. ferGuson & Co. chArtered AccountAnts , a memBer fIrm of PWC network Naveed Nasim AllIed BAnk lImIted Mehwish Naveed securItIes and exchAnGe commIssIon of pAkIstAn 277acknowledgments Omaimah Nazir securItIes and exchAnGe commIssIon of pAkIstAn Anam Shahid Niazi mAndvIwAllA & zAfAr Ghulam Dastagir Paracha rAvIAn InternAtIonAl AGencIes Owais Patel dAtAcheck PVT .	Saqib Naseer A.F. ferGuson & Co. chArtered AccountAnts, a memBer fIrm of PWC network Naveed Nasim AllIed BAnk lImIted Mehwish Naveed securItIes and exchAnGe commIssIon of pAkIstAn 277acknowledgments Omaimah Nazir securItIes and exchAnGe commIssIon of pAkIstAn Anam Shahid Niazi mAndvIwAllA & zAfAr Ghulam Dastagir Paracha rAvIAn InternAtIonAl AGencIes Owais Patel dAtAcheck PVT. ltd.	Saqib Naseer A.F. ferGuson & Co. chArtered AccountAnts, a memBer fIrm of PWC network Naveed Nasim AllIed BAnk lImIted Mehwish Naveed securItIes and exchAnGe commIssIon of pAkIstAn 277acknowledgments Omaimah Nazir securItIes and exchAnGe commIssIon of pAkIstAn Anam Shahid Niazi mAndvIwAllA & zAfAr Ghulam Dastagir Paracha rAvIAn InternAtIonAl AGencIes Owais Patel dAtAcheck PVT.	Doing Business 2019: Training for Reform	World Bank Group	2018
19db57cf-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Scientists are now examining the place of weeds in the entire rice-growing system, with the aim not simply of attacking and killing them by one means or another, but of managing them in a way that will not interfere unduly with rice production.	Scientists are now examining the place of weeds in the entire rice-growing system , with the aim not simply of attacking and killing them by one means or another , but of managing them in a way that will not interfere unduly with rice production .	Scientists are now examining the place of weeds in the entire rice-growing system, with the aim not simply of attacking and killing them by one means or another, but of managing them in a way that will not interfere unduly with rice production. This involves studying the interaction of such components as water, tillage practices, and weeds, and incorporating in the rice plant characteristics that increase competitiveness with weeds, such as early vigor. It also involves investigating naturally occurring pathogens of weeds and how they might be used to suppress weed growth.	Scientists are now examining the place of weeds in the entire rice-growing system, with the aim not simply of attacking and killing them by one means or another, but of managing them in a way that will not interfere unduly with rice production.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19db57d0-fc0e-11ed-88fc-93f4be02dfa8	neigbor119.txt	A., & Turner, A. L. (2007).	A ., & Turner , A. L. ( 2007 ) .	Johnson, B. R., Onwuegbuzie, J. A., & Turner, A. L. (2007). Toward a definition of mixed methods research. Journal of Mixed Methods Research, 1 (2), 112-133.	A., & Turner, A. L. (2007).	Reasons and necessity of Private tutoring in English for Bangla medium primary school students in Bangladesh	Samia Manzoor, Firdous Azim	2013
