uuid	file	paragraph	sentence	tokenized_sentence	marked_sentence	approx_span	trigger	marked_trigger	submitted_annotations_count	accepted_count	annotations	belief_ann_count	majority	quality_controlled	title	source	year
cffebfc4-fc0b-11ed-88fc-93f4be02dfa8	neigbor243.txt	Workshops: In Senegal, two workshops were held in 2002 participated by 40 NGO members (mainly women) on health education methodologies, gender, and aflatoxin contamination. In Uganda, the following workshops were held: (1) one workshop in April 2004 at Makerere University on health education methodologies and gender issues for 15 participants including faculty, VT54 - 103 - students, and health workers. The Ministry of Health appreciated the training on aflatoxin since the staff was not aware of the health risks caused by aflatoxin contamination; (2) two workshops were held in November 2004, the first in Iganga/Mayuge and the second in Mubende, to finalize the Health Education Program. Each had four health workers and a supervisor as participants. The workshops were facilitated by Dr. Colette Harris and Dr. Archileo Kaaya with support from two Makerere students (women). Total participants: Iganga/Mayuge workshop four women plus four men plus the two facilitators (1 man, 1 woman), and Mubende: five women and a man with two facilitators. Publications: Seven publications, reports, thesis reports were produced by U.S. and Host Country Project Teams: 1. A paper in international newsletter on aflatoxin contamination in groundnuts in Uganda. 2. A manuscript submitted on Aflatoxin levels on farms and in markets in Uganda, submitted to Peanut Science on aflatoxin and women farmers, entitled: 'Aflatoxins in Peanuts, the health risk versus the economic costs: Some reflections on local viewpoints from the Senegalese Peanut Basin' in Proceedings of Women's Worlds 2002 Conference. Kampala: Makerere University (fountain publishers, in press). 3. A working paper on critical issues for aflatoxin contamination among peanut producers in Senegal. 4. Two reports: ENEA 2002 Aflatoxin Survey Report in Senegal; 2003 Mini survey in three villages in Uganda. 5. An M.S. thesis report by Ugandan graduate student on Assessment of farm families' farm practices on and health risks in groundnuts (in prep.). 6. A bibliography on aflatoxin with about 1,000 entries; in Virginia Tech OIRED website and incorporated into the ICRISAT bibliography on aflatoxins.	The Ministry of Health appreciated the training on aflatoxin since the staff was not aware of the health risks caused by aflatoxin contamination; (2) two workshops were held in November 2004, the first in Iganga/Mayuge and the second in Mubende, to finalize the Health Education Program.	The Ministry of Health appreciated the training on aflatoxin since the staff was not aware of the health risks caused by aflatoxin contamination ; ( 2 ) two workshops were held in November 2004 , the first in Iganga / Mayuge and the second in Mubende , to finalize the Health Education Program .	The Ministry of Health <mark>appreciated</mark> the training on aflatoxin since the staff was not aware of the health risks caused by aflatoxin contamination; (2) two workshops were held in November 2004, the first in Iganga/Mayuge and the second in Mubende, to finalize the Health Education Program.	Ministry of Health appreciated	appreciated	<mark>appreciated</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
cffebfc5-fc0b-11ed-88fc-93f4be02dfa8	neigbor32.txt	Jobs influence aspirations and expectations The various ways in which jobs are distributed can affect expectations and aspirations and influence whether people believe that they have a stake in society. The jobs that other people have can contribute to an individual's values, attitudes, and behaviors. Children's goals for the future may be influenced by whether their parents have jobs or not, as well as by the types of jobs their parents have. Frustration and even social unrest may develop when education and effort are not rewarded or when people perceive the distribution of jobs to be unfair.	Jobs influence aspirations and expectations The various ways in which jobs are distributed can affect expectations and aspirations and influence whether people believe that they have a stake in society.	Jobs influence aspirations and expectations The various ways in which jobs are distributed can affect expectations and aspirations and influence whether people believe that they have a stake in society .	Jobs influence aspirations and expectations The various ways in which jobs are distributed can affect expectations and aspirations and influence whether people <mark>believe</mark> that they have a stake in society.	influence whether people believe that they have a stake in society.	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	World Development Report 2013: Jobs	World Bank	2012
cffebfc6-fc0b-11ed-88fc-93f4be02dfa8	neigbor65.txt	From all respondents 75% believe that well-trained qualified English teacher do not come to rural area because rural area do not have the facilities like the urban area. 20% believe that qualified English teacher do not come to rural area because of poor salary. 5% believe that teachers are not interest to teach in rural area educational institutions because they think it may have an effect in their personality.	From all respondents 75% believe that well-trained qualified English teacher do not come to rural area because rural area do not have the facilities like the urban area.	From all respondents 75 % believe that well-trained qualified English teacher do not come to rural area because rural area do not have the facilities like the urban area .	From all respondents 75% <mark>believe</mark> that well-trained qualified English teacher do not come to rural area because rural area do not have the facilities like the urban area.	respondents 75% believe that well-trained qualified English teacher do not come to rural	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	English Language Teaching in Rural Areas: A Scenario and Problems and Prospects in Context of Bangladesh	Md.Mahroof Hossain	2016
cffebfc7-fc0b-11ed-88fc-93f4be02dfa8	neigbor243.txt	The Management Entity has facilitated host country graduate student educational programs through execution of a Memorandum of Agreement with host country organizations and by encouraging Principal Investigators to recruit host country students. Difficulties in using TraiNet has discouraged some Principal Investigators from utilizing Peanut CRSP funds for graduate research assistantships and has resulted in some host country graduate students being supported from state or other grant funds. Host country graduate students believe that they are receiving a quality education at U.S. universities and they appreciate the guidance and support from their mentors. The results of a survey of graduate students working on Peanut CRSP projects are given in Attachment 3.	Host country graduate students believe that they are receiving a quality education at U.S. universities and they appreciate the guidance and support from their mentors.	Host country graduate students believe that they are receiving a quality education at U.S. universities and they appreciate the guidance and support from their mentors .	Host country graduate students <mark>believe</mark> that they are receiving a quality education at U.S. universities and they appreciate the guidance and support from their mentors.	country graduate students believe that they are receiving a quality education at U.S. universities	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
cffebfc8-fc0b-11ed-88fc-93f4be02dfa8	neigbor82.txt	"On 4 September, the Commission of Inquiry report concluded that there were reasonable grounds to believe that crimes against humanity had been committed since April 2015. On 28 September, the UN Human Rights Council adopted a resolution mandating a team of three experts ""to collect and preserve information [...] in cooperation 110 Amnesty International Report 2017/18 with the Government of Burundi"", and ""to make recommendations for technical assistance and capacity building"". On 29 September, the Council also renewed the Commission of Inquiry's mandate for another year. Discussions between the UN and the government on the reopening of the UN Office of the High Commissioner for Human Rights in Burundi had not reached a conclusion by the end of the year. Burundi's withdrawal from the ICC came into effect on 27 October. Two days earlier, the Pre-Trial Chamber authorized an investigation into the situation in Burundi, a decision made public in November. The AU Peace and Security Council did not meet to discuss Burundi in 2017, despite the continued presence of AU human rights observers and military experts in the country at the Council's request."	On 4 September, the Commission of Inquiry report concluded that there were reasonable grounds to believe that crimes against humanity had been committed since April 2015.	On 4 September , the Commission of Inquiry report concluded that there were reasonable grounds to believe that crimes against humanity had been committed since April 2015 .	On 4 September, the Commission of Inquiry report concluded that there were reasonable grounds to <mark>believe</mark> that crimes against humanity had been committed since April 2015.	reasonable grounds to believe that crimes against humanity had been committed since April 2015	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Amnesty International Report 2017/18: THE STATE OF THE WORLD’S HUMAN RIGHTS	Amnesty International Ltd	2018
cffebfc9-fc0b-11ed-88fc-93f4be02dfa8	neigbor190.txt	Q24. Is there a requirement to obtain authority to proceed with a current/ongoing transaction that is identified as suspicious? A24. The regulated institution shall report to the AML Investigations Unit where the identity of the persons involved, the circumstances of any business transaction or where any cash transaction, gives any officer or employee of the regulated institution reasonable grounds to believe that a money laundering offence is being, has been or is about to be committed.	The regulated institution shall report to the AML Investigations Unit where the identity of the persons involved, the circumstances of any business transaction or where any cash transaction, gives any officer or employee of the regulated institution reasonable grounds to believe that a money laundering offence is being, has been or is about to be committed.	The regulated institution shall report to the AML Investigations Unit where the identity of the persons involved , the circumstances of any business transaction or where any cash transaction , gives any officer or employee of the regulated institution reasonable grounds to believe that a money laundering offence is being , has been or is about to be committed .	The regulated institution shall report to the AML Investigations Unit where the identity of the persons involved, the circumstances of any business transaction or where any cash transaction, gives any officer or employee of the regulated institution reasonable grounds to <mark>believe</mark> that a money laundering offence is being, has been or is about to be committed.	reasonable grounds to believe that a money laundering offence is being, has been	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	Know Your Customer: Quick Reference Guide	PWC	2016
cffebfca-fc0b-11ed-88fc-93f4be02dfa8	neigbor119.txt	From the above table, we can see that most students believe that school teachers are more helpful than private tutor. One participant said that her class teacher knows all her weakness of learning English so she can easily understand when teacher explains to her after class. On the other side, only two participants support private tutor is helpful for their English studies. Among them one participant said; in school English teacher do not have enough time to explain a topic with more example. So she thinks private tutors help may be beneficial for her studies.	From the above table, we can see that most students believe that school teachers are more helpful than private tutor.	From the above table , we can see that most students believe that school teachers are more helpful than private tutor .	From the above table, we can see that most students <mark>believe</mark> that school teachers are more helpful than private tutor.	that most students believe that school teachers are more helpful than private tutor.	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Reasons and necessity of Private tutoring in English for Bangla medium primary school students in Bangladesh	Samia Manzoor, Firdous Azim	2013
cffebfcb-fc0b-11ed-88fc-93f4be02dfa8	neigbor59.txt	"(! )! ""! '! $! +! @M3V45!6c!K089>:;! Ea4/=45:! R14[m/?49f!K1MG/?41! J65=C65G4! D56.?;!>0!?;4!@m3v45!6c! K089>:;!Ea4/=45:! D6H450340?!K\A401>?M54! 60!K1MG/B60!QT!6c!i6?/9! <MV9>G!K\A401>?M54S! 260:M345!K\A401>?M54!60! K1MG/B60! ]m/9>?F!6c!?;4!K1MG/B60/9! EF:?43! I45B/5f!K1MG/B60! K0569340?!-/?4! O0?4504?!W:45:! ^6v>94!W:45:! !.)&/3:-$;""0&,25#)1&$03&/0+%45.&6&7& 8)5)$*-.)3&9"":0#*4)5& 7/089/14:;! 2/345660! @>845>/! </=>:?/0! -./01/! (!x!Y6.!<45c653/0G4! +!x!Z>8;!<45c653/0G4! English language quantitative indicators ! Euromonitor International Page 14 Education is a long-term investment for each government, but a citizen's individual ambition is the prime motivator. Interviews with companies indicate that individuals regard education as the best way to escape poverty, and believe that learning English in particular offers great opportunities for career advancement. This research also showed that, on average for all the studied countries, salaries for English speakers versus non-English speakers were around 25% higher. This is a major incentive for individuals to improve their English, and it is broadly accepted in each country that a good degree and strong language skills lead to economic prosperity and individual wealth."	Interviews with companies indicate that individuals regard education as the best way to escape poverty, and believe that learning English in particular offers great opportunities for career advancement.	Interviews with companies indicate that individuals regard education as the best way to escape poverty , and believe that learning English in particular offers great opportunities for career advancement .	Interviews with companies indicate that individuals regard education as the best way to escape poverty, and <mark>believe</mark> that learning English in particular offers great opportunities for career advancement.	poverty, and believe that learning English in particular offers great opportunities for career	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Benefits of the English Language for Individuals and Societies: Quantitative Indicators from Cameroon, Nigeria, Rwanda, Bangladesh and Pakistan	Robert Pinon, Jon Haydon	2011
cffebfcc-fc0b-11ed-88fc-93f4be02dfa8	neigbor65.txt	From all respondents 64% consent that rural area students do not practice English regularly because they believe that English is hard and 36% do not get interest in learning English.	From all respondents 64% consent that rural area students do not practice English regularly because they believe that English is hard and 36% do not get interest in learning English.	From all respondents 64 % consent that rural area students do not practice English regularly because they believe that English is hard and 36 % do not get interest in learning English .	From all respondents 64% consent that rural area students do not practice English regularly because they <mark>believe</mark> that English is hard and 36% do not get interest in learning English.	regularly because they believe that English is hard and 36% do not get	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	English Language Teaching in Rural Areas: A Scenario and Problems and Prospects in Context of Bangladesh	Md.Mahroof Hossain	2016
cffebfcd-fc0b-11ed-88fc-93f4be02dfa8	neigbor221.txt	Where the Commissioner has reasonable grounds to believe that the goods were not exported, the Commissioner may require evidence from a competent authority outside Kenya confirming that the goods were duly landed and entered for home consumption at a place outside Kenya.	Where the Commissioner has reasonable grounds to believe that the goods were not exported, the Commissioner may require evidence from a competent authority outside Kenya confirming that the goods were duly landed and entered for home consumption at a place outside Kenya.	Where the Commissioner has reasonable grounds to believe that the goods were not exported , the Commissioner may require evidence from a competent authority outside Kenya confirming that the goods were duly landed and entered for home consumption at a place outside Kenya .	Where the Commissioner has reasonable grounds to <mark>believe</mark> that the goods were not exported, the Commissioner may require evidence from a competent authority outside Kenya confirming that the goods were duly landed and entered for home consumption at a place outside Kenya.	reasonable grounds to believe that the goods were not exported, the Commissioner may	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Not belief/attitude	2	Belief/attitude	n	Worldwide Tax Summaries - Corporate Taxes 2017/18	Lazhar Sahbani	2017
