uuid	file	paragraph	sentence	tokenized_sentence	marked_sentence	approx_span	trigger	marked_trigger	submitted_annotations_count	accepted_count	annotations	belief_ann_count	majority	quality_controlled	title	source	year
cffebe49-fc0b-11ed-88fc-93f4be02dfa8	neigbor119.txt	Arabic is the mother tongue of Jordan but English language is included in all curricula between 5-12 grades in Jordanian schools and universities. Because various computer networks are accessed through English and most textbooks used in universities are published in English (Khuwaileh & Shoumali, 2001, p.31). So students fully appreciate the importance of a good command of English language. As a result, many parents have started hiring private tutors for their sons and daughters for better English learning. Jordanian parents consider English the 'make or break' of their children's future and that the financial status of Jordanian families plays a crucial role in the English level of their families (Khuwaileh & Shoumali, 2001, p.31). The learners of Jordan seemed to be heavily dependent on private tutoring to help them operate well in their target situation. Sometimes they blamed school teachers' lack of competence which made necessary for them to hire private tutors.	So students fully appreciate the importance of a good command of English language.	So students fully appreciate the importance of a good command of English language .	So students fully <mark>appreciate</mark> the importance of a good command of English language.	students fully appreciate	appreciate	<mark>appreciate</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Reasons and necessity of Private tutoring in English for Bangla medium primary school students in Bangladesh	Samia Manzoor, Firdous Azim	2013
cffebe4a-fc0b-11ed-88fc-93f4be02dfa8	neigbor183.txt	Angola cited the following as the main pesticide issues:  Inability to purchase safety equipment because of lack of money  Lack of proper disposal  Poor timing of applications  Improper mixing  Instructions not printed in a local language or farmer is illiterate  Pesticides enter country through uncertified agrodealers Farmer-to-Farmer Programmatic Pesticide Evaluation Report and Safer Use Action Plan (PERSUAP) 18 As in the 2009 PERSUAP, Malawi cited the discontinuation of training for applicators and also supervision of applicators as challenges to safe use. Malawi also noted that any available pesticide is used even if not presecribed for the specific problem. Lack of enforcement of the pesticide law and lack of effective sanctions mean that counterfeit, sub-standard, and outdated pesticides are commonly found on the market. The pesticide industry is often unwilling to assume wide-scale responsibility for pesticide stewardship at the farm level. Also as in the 2009 PERSUAP, Malawi stated that the long-term health implications of using pesticides are not appreciated by most smallholder farmers.	Also as in the 2009 PERSUAP, Malawi stated that the long-term health implications of using pesticides are not appreciated by most smallholder farmers.	Also as in the 2009 PERSUAP , Malawi stated that the long-term health implications of using pesticides are not appreciated by most smallholder farmers .	Also as in the 2009 PERSUAP, Malawi stated that the long-term health implications of using pesticides are not <mark>appreciated</mark> by most smallholder farmers.	appreciated by most smallholder farmers	appreciated	<mark>appreciated</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	FARMER-TO-FARMER PROGRAMMATIC PERSUAP: PESTICIDE EVALUATION REPORT AND SAFER USE ACTION PLAN	The United States Agency for International Development	2013
cffebe4b-fc0b-11ed-88fc-93f4be02dfa8	neigbor153.txt	"Guidelines for applying protected area management categories Sandwith. T., C. Shine, L. Hamilton and D. Sheppard. 2001. Transboundary protected areas for peace and cooperation. Best practice protected area guidelines series No. 7. Gland and Cambridge: IUCN. Stolton, s., N. Dudley and J. Randall. 2008. Natural Security: Protected areas and hazard mitigation. The arguments for protection series. Gland: WWF International. Sulu, R., R. Cumming, L. Wantiez, L. Kumar, A. Mulipola, M. Lober, S. Sauni, T. Poulasi and K. Pakoa. 2002. ""Status of coral reefs in the Southwest Pacific region to 2002: Fiji, Nauru, New Caledonia, Samoa, Solomon Islands, Tuvalu and Vanuatu"". In: Wilkinson, C.R. (ED.) status of coral reefs of the World 2002. Townsville, Queensland: Australian Institute of Marine Science. i IUCN WCPA Best Practice Guidance on Recognising Protected Areas and Assigning Management Categories and Governance Types Prepared for IUCN GPAP and WCPA by Peter Shadie of Odonata House Consulting and Nigel Dudley and Sue Stolton of Equilibrium Research, in association with and funded by the Korea National Park Service ii Preface The IUCN protected area management categories provide a framework around which to develop effective national protected area systems, drawing on a range of management approaches. A new protected area definition and revised guidelines to the categories, published in 2008 (Dudley, 2008), are together encouraging many governments to revise the categorisation of their national systems of protected areas. The 2008 Guidelines also include a description of four governance types, which IUCN and the Secretariat of the Convention on Biological Diversity (CBD) both believe should be recognised and reported alongside the category."	The 2008 Guidelines also include a description of four governance types, which IUCN and the Secretariat of the Convention on Biological Diversity (CBD) both believe should be recognised and reported alongside the category.	The 2008 Guidelines also include a description of four governance types , which IUCN and the Secretariat of the Convention on Biological Diversity ( CBD ) both believe should be recognised and reported alongside the category .	The 2008 Guidelines also include a description of four governance types, which IUCN and the Secretariat of the Convention on Biological Diversity (CBD) both <mark>believe</mark> should be recognised and reported alongside the category.	CBD) both believe should be recognised and reported alongside the category.	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Guidelines for Applying Protected Area Management Categories	Nigel Dudley, Sue Stolton, Peter Shadie	2013
cffebe4c-fc0b-11ed-88fc-93f4be02dfa8	neigbor121.txt	"Four main challenges are iden7fied: 1) Weak technical proficiency in video-edi7ng-making to ensure the quality of our video is visually engaging (inser7ng a soundtrack, addi7onal visual bits to enhance aesthe7cs as well as sub7tles in regional language). We want to avoid our episode to look ""home-made"" or too ""business-like"". 2) Funding (staff remunera7on, purchasing appropriate technological service to create properly our episodes, opera7onal funds). We are currently fundraising. 3) Understanding the IP restric7on(s) when it comes to pugng online a video-concept, so our organiza7on is protected, and our model stays sustainable. 4) Implemen7ng an appropriate framework to monitor the impact of our programs on various stakeholders (families, youth, professionals) so we can compa7bilize this output in our M&E framework. Partnership building is a key component to our organiza7on as we strongly believe in the mul7-sectoral necessity of cross border partnerships. It is our objec7ve to build partnerships following one of those two sustainable models (All Inclusive Business model or the Crea7ng Shared Value model) in order to provide tangible deliverables leading to measurable social impact. Our partnership building need and strategy : -Partnering with a medium or large interna7onal organiza7on in the domain of Child Protec7on to sponsor our access with local professionals to assist with 1) producing sub7tles and transla7on and 2) replicate our model (once we find an appropriate way to deal with rights). Partnering with a financial donor either from the private or public sector (we have been opera7ng pro-bono and are currently fundraising). -Partnering with a well-known regional ""Ambassador"" to facilitate (faster) access to our global youth target audience."	Partnership building is a key component to our organiza7on as we strongly believe in the mul7-sectoral necessity of cross border partnerships.	Partnership building is a key component to our organiza7on as we strongly believe in the mul7-sectoral necessity of cross border partnerships .	Partnership building is a key component to our organiza7on as we strongly <mark>believe</mark> in the mul7-sectoral necessity of cross border partnerships.	as we strongly believe in the mul7-sectoral necessity of cross border partnerships.	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The Coronavirus (COVID-19) Response – ICT Case Repository	WSIS Stocktaking	2020
cffebe4d-fc0b-11ed-88fc-93f4be02dfa8	neigbor82.txt	Cases of extrajudicial executions were not properly investigated and perpetrators continued to enjoy impunity. For the fourth consecutive year, the authorities failed to publish the number of people killed or wounded in clashes with the police and military forces. No information was made available regarding criminal charges in the cases of Tlatlaya, Mexico state, where soldiers killed 22 people in 2014; Apatzingan, Michoacan state, where federal police and other security forces killed at least 16 people in 2015; and Tanhuato, Amnesty International Report 2017/18 259 Michoacan state, where the security forces killed 43 people during a security operation in 2015. On 3 May, military personnel carried out public security operations in Palmarito Tochapan town, Puebla state, and reported that seven people died, including four soldiers. Days later, video footage from security cameras installed at the location were published on the internet. One of the videos clearly showed a person in military uniform shooting dead a man lying on the floor. Amnesty International independently verified the video and concluded that there was sufficient reason to believe that an extrajudicial execution took place.2 .	Amnesty International independently verified the video and concluded that there was sufficient reason to believe that an extrajudicial execution took place.2 .	Amnesty International independently verified the video and concluded that there was sufficient reason to believe that an extrajudicial execution took place.2 .	Amnesty International independently verified the video and concluded that there was sufficient reason to <mark>believe</mark> that an extrajudicial execution took place.2 .	sufficient reason to believe that an extrajudicial execution took place.2 .	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	Amnesty International Report 2017/18: THE STATE OF THE WORLD’S HUMAN RIGHTS	Amnesty International Ltd	2018
cffebe4e-fc0b-11ed-88fc-93f4be02dfa8	neigbor32.txt	Colombia Ghana Mexico Venezuela, RB Argentina Poland Turkey Hungary South Africa Czech Republic Slovenia Chile Romania Vietnam Industrial countries (average) Uruguay India Bolivia share of employment, % manufacturing sector services sector 1000 80604020 14 wo R L D D EV E Lo P M E N T R E P O Rt 2 0 1 3 The nature of jobs matters as well. Jobs that empower, build agency, and respect rights are associated with greater trust and willingness to participate in civil society. Jobs that create economic and social ties may build incentives to work across boundaries and resolve conflict. And if people believe that job opportunities are available to them either now or in the future, their trust in others and their confidence in institutions may increase. Ultimately, jobs can influence social cohesion through their effects on social identity, networks, and fairness.	And if people believe that job opportunities are available to them either now or in the future, their trust in others and their confidence in institutions may increase.	And if people believe that job opportunities are available to them either now or in the future , their trust in others and their confidence in institutions may increase .	And if people <mark>believe</mark> that job opportunities are available to them either now or in the future, their trust in others and their confidence in institutions may increase.	And if people believe that job opportunities are available to them either now or	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	n	World Development Report 2013: Jobs	World Bank	2012
cffebe4f-fc0b-11ed-88fc-93f4be02dfa8	neigbor82.txt	"TORTURE IN NORTHERN IRELAND The 2014 request by the Irish government to review the 1978 judgment in Ireland v. UK, on torture techniques used in internment in Northern Ireland in 1971-1972, remained pending before the European Court of Human Rights (ECtHR). In October, the High Court in Northern Ireland quashed a decision by the Police Service of Northern Ireland to end preliminary inquiries into torture of the 14 ""Hooded Men"", who were abused while in detention in Northern Ireland by the British army and the Royal Ulster Constabulary in 1971. RENDITION In January, the Supreme Court issued a judgment in the joined appeals inBelhaj and Others v. Jack Straw and OthersandRahmatullah v. Ministry of Defence and Another.It ruled that the government could not rely on the legal doctrines of ""sovereign immunity"" and ""foreign act of state"" to escape civil claims in the two cases alleging UK involvement in human rights violations by foreign governments. The first case concerned allegations by former Libyan opposition leader Abdul-Hakim Belhaj and his wife Fatima Boudcharthat they had been subjected to rendition, torture and other illtreatment in 2004 by the US and Libyan governments, with the knowledge and cooperation of UK officials. The second case Amnesty International Report 2017/18 383 was brought by Yunus Rahmatullah, detained by UK forces in Iraq in 2004 before being handed over to US forces and allegedly tortured and imprisoned without charge for over 10 years. ARMED FORCES Allegations of war crimes committed by UK armed forces in Iraq between 2003 and 2008 remained under preliminary examination by the Office of the Prosecutor of the ICC. On 3 December, the Office declared that there was a reasonable basis to believe that members of the UK armed forces committed war crimes within the jurisdiction of the Court against persons in their custody. An admissibility assessment was ongoing. In April, the House of Commons Defence Select Committee issued a report in which it proposed to introduce a Statute of Limitations with regard to alleged crimes committed by British soldiers and other security forces personnel in Northern Ireland before 1998."	On 3 December, the Office declared that there was a reasonable basis to believe that members of the UK armed forces committed war crimes within the jurisdiction of the Court against persons in their custody.	On 3 December , the Office declared that there was a reasonable basis to believe that members of the UK armed forces committed war crimes within the jurisdiction of the Court against persons in their custody .	On 3 December, the Office declared that there was a reasonable basis to <mark>believe</mark> that members of the UK armed forces committed war crimes within the jurisdiction of the Court against persons in their custody.	reasonable basis to believe that members of the UK armed forces committed war crimes	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Amnesty International Report 2017/18: THE STATE OF THE WORLD’S HUMAN RIGHTS	Amnesty International Ltd	2018
cffebe50-fc0b-11ed-88fc-93f4be02dfa8	neigbor119.txt	Type IV governments (including Singapore, South Africa, Tanzania) actively encourage private tutoring. These governments believe that private tutoring contributes to human capital development and that private tutoring is an effective means of tailoring education to the needs of students. Policies in type IV countries range from offering general encouragement to providing subsidies for private tutoring, training courses for tutors, and tax incentives.	These governments believe that private tutoring contributes to human capital development and that private tutoring is an effective means of tailoring education to the needs of students.	These governments believe that private tutoring contributes to human capital development and that private tutoring is an effective means of tailoring education to the needs of students .	These governments <mark>believe</mark> that private tutoring contributes to human capital development and that private tutoring is an effective means of tailoring education to the needs of students.	These governments believe that private tutoring contributes to human capital development and that	believe	<mark>believe</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Reasons and necessity of Private tutoring in English for Bangla medium primary school students in Bangladesh	Samia Manzoor, Firdous Azim	2013
cffebe51-fc0b-11ed-88fc-93f4be02dfa8	neigbor82.txt	There was no independent media and the few independent journalists - typically working in secret for outlets based abroad - faced harassment and arrest. On 15 February, independent journalist Khudayberdy Allashov and his mother Kurbantach Arazmedova were released, after being given three-year conditional sentences for possessing chewing tobacco. They had been in detention since 3 December 2016; there were allegations that they had been subjected to torture and other ill-treatment. In March, the EU and the OSCE called for the immediate release of freelance journalist Saparmamed Nepeskuliev who was sentenced to three years' imprisonment in 2015 on drug charges. He was believed to be suffering from life-threatening health conditions. In April, the UN Human Rights Committee expressed concernover, among other things, the absence of an independent media, undue restrictions on access to the internet, and the use of politically motivated charges against journalists and others expressing criticism of the government.	He was believed to be suffering from life-threatening health conditions.	He was believed to be suffering from life-threatening health conditions .	He was <mark>believed</mark> to be suffering from life-threatening health conditions.	He was believed to be suffering from life-threatening health conditions.	believed	<mark>believed</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	Amnesty International Report 2017/18: THE STATE OF THE WORLD’S HUMAN RIGHTS	Amnesty International Ltd	2018
cffebe52-fc0b-11ed-88fc-93f4be02dfa8	neigbor5.txt	"Ghanaian customs practices and port infrastructure continue to present major obstacles to trade. Officials have introduced risk-management approaches, such as the Pre-Arrival Assessment Reporting System. However, the majority of imports are still subject to inspection on arrival, causing delays and increased costs. Importers report erratic application of customs and other import regulations, lengthy clearance procedures, and corruption. The resulting delays can contribute to product deterioration and result in significant losses for importers of perishable goods. Additionally, Ghana's ports suffer from congested roads and lack a functioning rail system to transport freight, creating long waits for ships to berth at cargo terminals and for containers to be transported out of the ports. Ghana Ports and Harbor Authority (GPHA) is working to modernize both the Ports of Tema and Takoradi. In November 2016, Ghana launched a $1.5 billion public-private partnership between GPHA and Meridian Port Services, a partnership representing interests from the Netherlands and France, to quadruple the capacity of the Tema Port. This port expansion project is expected to be completed in 2019. Ghana has launched several initiatives over the past couple of years to support online information and processing of trade transactions, including the development of a National Single Window. In September 2017, Ghana introduced electronic (""paperless"") cargo clearance at ports to reduce clearance times. The Customs Division of the Ghana Revenue Authority (GRA) has taken on the inspection and valuation role once occupied by five licensed destination inspection companies, which many believed were the source of the long clearance delays. However, the one percent fee associated with the inspections is still collected."	The Customs Division of the Ghana Revenue Authority (GRA) has taken on the inspection and valuation role once occupied by five licensed destination inspection companies, which many believed were the source of the long clearance delays.	The Customs Division of the Ghana Revenue Authority ( GRA ) has taken on the inspection and valuation role once occupied by five licensed destination inspection companies , which many believed were the source of the long clearance delays .	The Customs Division of the Ghana Revenue Authority (GRA) has taken on the inspection and valuation role once occupied by five licensed destination inspection companies, which many <mark>believed</mark> were the source of the long clearance delays.	, which many believed were the source of the long clearance delays.	believed	<mark>believed</mark>	3	3	Belief/attitude<::>Belief/attitude<::>Belief/attitude	3	Belief/attitude	b	The 2019 National Trade Estimate Report on Foreign Trade Barriers (NTE)	The Office of the United States Trade Representative (USTR): Samuel Gruber, Julie McNees, Nathaniel Moulton, Lida Weinstock, Robert E. Lighthizer	2019
