input	target	output	avg loss:0.9438208929287193
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: fire behavior is driven by local weather conditions such as winds, temperature and moisture  . </s>	climate is generally described in terms of local weather conditions . </s>	climate is generally described in terms of winds.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: instructions climate climate varies according to altitude  . </s>	temperature and moisture varies by alltitude . </s>	altitude is generally described in terms of temperature and moisture.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: climate change is a global problem  . </s>	temperature and moisture is changing globally . </s>	global warming is generally described in terms of temperature and moisture.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: introduction to climate introduction climate is the average weather conditions  . </s>	average weather conditions are generally described in terms of temperature and moisture . </s>	the average weather conditions are generally described in terms of temperature and moisture.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: clouds are made of moisture and the moisture is from the water evaporating  . </s>	climate is usually described in terms of temperature and water in the air  . </s>	clouds are made of climate.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: climate refers to weather over a long period of time  . </s>	weather is generally described in terms of temperature and moisture . </s>	weather is generally described in terms of temperature and moisture.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: humidity is moisture in the air  . </s>	climate is generally described in terms of temperature and humidity  . </s>	climate is generally described in terms of humidity.
substitution statement 1: climate is generally described in terms of temperature and moisture  . statement 2: humidity is a measure of moisture content of air  . </s>	climate is generally described in terms of temperature and humidity  . </s>	climate is generally described in terms of humidity.
substitution statement 1: a vehicle is used for transportation . statement 2: transportation moves people and goods from one place to another  . </s>	vehicles are used to move people and goods  . </s>	a vehicle is used for moving people and goods.
substitution statement 1: a vehicle is used for transportation . statement 2: passenger vehicles are the primary mode of transportation  . </s>	passenger cars are used for transportation . </s>	passenger vehicles are used for transportation.
substitution statement 1: a vehicle is used for transportation . statement 2: trailers and boats are counted as a private vehicles  . </s>	trailers and boats are used for transportation  . </s>	boats are used for transportation.
substitution statement 1: a vehicle is used for transportation . statement 2: cars and busses are both examples of vehicles  . </s>	cars and busses are used for transportation . </s>	buses are used for transportation.
substitution statement 1: a vehicle is used for transportation . statement 2: trailers and boats are counted as a private vehicles  . </s>	boats are used for transportation   . </s>	boats are used for transportation.
substitution statement 1: a vehicle is used for transportation . statement 2: most bigger cities require efficient and adequate public transport systems  . </s>	most bigger cities require vehicles . </s>	most bigger cities require vehicles for transportation.
